comment,rating
sangat bermanfaat,5
kerenn,5
gak bisa daftar,1
OK,5
ok,5
"kenapa note di reels dihapus? padahal udah suka banget🙂🥀 dan tolong yaa itu kalo ada story lama di sorotan kadang ""audio tidak tersedia"" jadi ga enak banget sumpah😭 tolonglah jadi ga aesthetic gitu, ubah jadi bisa ganti atau jangan bikin audio tidak tersedia gitu wee. 👊🏻😔 trus juga musik yang tersimpan ga muncul di akun ku yang sering aku gunain, giliran yang jarang aku pake ehh muncul tuh audio yang disimpan. 🙂🥀🥀 kit heart dedek",1
Instagram sekarang makin jelekk,1
saya suka banget dengan app ini karena bisa setiap moment aku simpan di sini fitur2 nya pun mudah di mengerti,5
alus pisan,5
mantap,5
aplikasi ini sangat berguna untuk berkomunikasi dengan sahabat yang telah lama tidak berjumpa,5
bagus,5
keren,5
aku suka,5
saya suka sekali,5
fitur fitur penting kaya note sama save story ke galeri malah diapus? LOL😹,1
"sebenarnya bgus aplikasi nya tpi tolong dong min jngn ilang ilangin filter nya, filter yang ku simpan jdi pda ilang🙏🏻 terimakasih.",4
mantap,5
"Setelah update malah makin kurang menurutku, kadang suka keluar sendiri dari Instagram, terus foto di sg gabisa di save dan kalau pake filter itu jadinya malah video bukan foto. Hey kenapa abis update malah jelek tampilan nya, kok malah lonjong foto nya.. plis lah bagusan instagram yang dulu :) update mulu update mulu, maaf ya menurut aku jadi makin downgrade.. kenapa sih feeds nya skrg jadi lonjong? padahal yg kotak bagus.. pas mau kasih lagu juga kadang suka error.. :(( mohon diperbaiki lagi",2
ISTIMEWA . . .,5
"aplikasi nya bagus ,TPI tolong kembalikan JJ nyaaa😅",5
Bagus bangett,5
"SUSAH BANGET SI MAU LOGIN KE AKUN LAIN DOANG, GATAU APA YA LAGI URGENT, TOLONG DONG DI PERBAIKI CEPAT, DI SURUH NUNGGU MULU TAPI NGGA DI PERBAIKI, MAU LOGIN UDA PAKE EMAIL, NAMA PENGGUNA, NO TELFON SEMUA NYA SALAH PDAHAL NGISI UDAH BENER, DI PERBAIKI DEH JANGAN GAJELAS GITU",2
ok,5
good job 👍🏼,5
hebat,4
sangat bgus,5
bagus sja,5
good,5
very happy....🤣,5
Nice bangettt 🔥🔥,5
create conten tidak berbelit,5
bagus,5
"Instagram baguuss bangeett,cintaa sama Instagram deehh,tapii sayangnya fitur catatan di reels dan feeds di hapuuss,sediihh dikiitt 🥹... bisa kah kembalikan fituurr ituuuu😭😭",5
good. bantu Instagram kami FYP,5
bagussss,5
kenapa saya stuck di layar login sudah 2 hari tidal bisa login tolonggggg,1
sangat menyenangkan bisa berbagi pengalaman dgn sesama,5
mantap,5
menyenangkan,5
bagus,5
👍,5
sumpah bagus banget,5
apk tidak jelas. apk penurun iq.,1
Enjoy banget heppy bagus bangett,5
"Hai, senang bertemu dengan Anda! ⭐⭐⭐⭐⭐",5
aplnya sangat bagus,5
😀👍,4
bagus,5
aplikasi ini sangat bagus baget menurut aku,5
sangat membantu sya,5
lumayan soalnya aga ngedrak,2
lebih baik dari tiktok,5
sangatlah baik,5
Mantaaaap,5
sangat baik dan bagus 👍🏻,5
bagus,5
baguss bangett,5
b aja sih sebener nya,5
"100000000000000/10 llaafyuuu tengkyuurrr, bikin fitur posting ulang doong. ga punya aplikasi sebelah soalnya mamakku marah, cuman boleh ini. YUK BIKIN FITUR INI. LAFYU",5
mantap,5
Bagus banget,5
gaassss,5
memuaskan,5
Tolong tambahkan kebijakan untuk tidak bisa menscreenshoot photo profile agar tidak salah digunakan Terimakasih🙏🏻,3
kenapa tidak bisa mendaftarrr yaaa!!!! 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,1
Assalamualaikum KK aku sangat puas main Ig ini,5
sebenernya bagus tapi aku baru aja kena hack orang itu karena apa ya kak?males banget jadian.terus itu konyen ku di buat yang ga senonoh,4
b aja,5
seru,5
good,5
"sekarang ig lumayan bnyk bug nya, tpi puas dengan fiturnya lebih menarik",4
apk bagus bgttt,5
"Tindakan nya pilih kasih, netizen lain yang komennya di luar Nurul di biarin, giliran kita langsung di tindak!?",1
bagus,4
"bagusssss,i like it",5
maantaap,5
"Keseringan update, auto uninstal",1
sangat bagus,5
baik,5
gabisa di bukaa,1
baguss,5
mantap,5
bagus,5
Ok bangat!,5
bagus,5
bagus dan unik,5
msntul...mantap...josss...,5
bagus sangat bagus 😊👏,3
aplikasi nya sangat bagus,5
bagus banget sumapah,5
love,5
bagus,4
"mantap, terima kasih",5
bagus,5
saya di instagram bisa tulis komen gak bisa ikuti postigan orang lain kenapa ya alasan nya apa anda bisa bantu saya atau enggak ya,5
sangat membantu menambah informasi,5
bagus sekali,5
kecewa karena di ganti bahasa inggirs,2
seru bagus,5
sangat menarik tolong postingan saya di fyp in yaaa kalo enggak aku kasih bintang 1 mau,5
nggk bisa di login pake Facebook dan tidak bisa daftar lewat manual,2
bgus,5
Wow i like,4
0_0 good is instagram 🔨,5
BAGUSS,5
seru kali bah,4
Sangat bagus,5
"tidak dapat simpan foto, harus di upload dulu. sedangkan kalau upload dengan filter malah jadi video. ribet ga mikir jauh lu",1
bagis,5
mau saya apus,5
bagus,5
oke,5
baik,5
lama betul dowlod ng?,1
Assalamualaikum nama saya Lina kok ini gk bs udh 2 kali aku download tp gk bs Instagram nya,2
"sbnrnya bagus , tapi konten telanjang tdk di larang .. tp yg selalu dpt teguran malah org yg komen di postingan yg memicu kemarahan .. Parah 👎👎👎👎👎",1
membuatku bahagia😄,5
keren,5
aplikasi nya bagus sih,5
sangat bagus 👍,5
terus tingkatkan,5
tolongg kembalikan uang sayaa padahal saya gaa berlangganan kok tiba tiba uang dana saya kesedot,1
"jarang bukak ig tiba tiba akun saya kena pembatasan akun lucu, tolong cara mengatasinya gimana",3
semakin hari ig semakin tdk jelas org tidak bikin apa²masa akun dapa hapus😡,1
good,5
"aplikasi yg sangat bagus untuk orang"" seperti saya 😘",5
bagus,5
"makin ke sini kok makin jual badan , pada unjuk badan... berapaan Semarang woy paling tinggi hehe",1
mantap lee,5
Aplikasi terbaik akan selalu jadi favorit saya 👍😊,5
kenapa àkun intagram aku efeknya hilang tolong di perbaiki,1
Baik,2
Bisa lo dapat cuan dari Instagram.....,5
"saya suka bermain instagram, banyak teman yang seru and saya bisa bagi"" video saya di sana",5
mantap min,5
Error terus. Gajelas,5
membantu,5
saya suka,5
apk bagus banget,5
ekspresikan hidupmu melalui Instagram.,5
aku sukah hasil Poto ya dan bagus🥰😚,5
mantap,5
"susah banget upload story, setiap diupload terus muncul kesalahan. padahal udah dihapus file dan memori hp tetap gak bisa diupload meskipun jaringan yang dipakai stabil. ini kapan sih mau diperbaiki instagramnya? balikin nggak instagram jaman dulu. jaman dulu upload story gampang gak ada hambatan. tolong dari pihak instagram segera memperbaiki aplikasinya agar gak terjadi eror saat upload story.",1
nice,5
ram 4 mulai bug harus ganti hp berarti bukan apk nya.🥱,5
saya sangattt suka,5
bagusss banget semoga instagram bisa lebih baik lagi amin,5
bgus bgttt reels nya jgu entertainment for me!!,5
"saya sangat suka sama aplikasi ini, karna bisa mencari teman lewat dm, dan saya sangat suka dengan fiturnya.",5
dj ku tak pernah merasa kesepian,5
Instagram lebih luas mendunia,5
bagussss,5
good🫰,5
"gabisa edit sorotan, padahal udh di update dan tetep aja gbsa, tolong di di perbaiki.",1
mantap,5
mantap,5
kok udh di update malah gak bisa di buka sihh aneh bnget sumpah parah²,5
luar biasa,5
jelekkk GK bisa login ke apk y,1
Спасибо большое инстаграм,5
"mAntaB pAk Dhe,PliKAsI YanG BaGuS🥰🥰🥰",5
keren,5
bgus,5
good,4
bagus,5
ok,5
sangat baik untuk berbagi di media elektronik top,5
mantap,5
keren,5
sangat suka,5
BRING BACK IG CUTE FILTERS AND NOTES ON REEL 😔😔😔😔😔😔😔,4
apk ny bagus cuman aku lupa kode tolong bantuin 😭🙏🏻,5
recomend,5
"instagramnya sangat baguuss good bangt, tpi kok instagram saya ada gangguan tidak bisa di buka katanya ada perbaikan emng bener",5
"Save video ada watermark nya, jadi alay Instagram ni ku liat",5
saya kasih 4 dulu bos,4
sangat bagus,5
suka aja,5
Instagram yg sekarang bagus bngtt tapi pliss lah ooii kenpa fitur tulis catatan di postingan di apuuss jadi sedih beeettt,4
sangat bagus,5
mantap 👍👍,5
kurang bagus,2
waktu lagi mencari sesuatu kenapa munculnya reels semua tidak seperti dulu ada foto dan juga video,1
"Senang di IG, tapi terjemahannya kurang akurat dan gak nyambung. udah unfollow banyak akun supaya yang muncul itu-itu aja tapi malah muncul postingan yang gak difollow. pengen tenang di IG, malah sumpek sm muncul banyak postingan.",3
semoga Instragram lebih hebat lagi 👍 mantap.,5
banyak eror nya .video postingan ga jalan,5
baik,5
Apa sih selalu kalo abis update ngeleg bet giaman sih (⁠눈⁠‸⁠눈⁠),1
good job,5
"aplikasi nya bagus, tapi kenapa ya ketika saya ngetag orang di ig tapi orang itu ga bisa ngerepost yang di tag itu",4
agak bosan yaa,4
Semoga fyp,5
ya lumayan,5
tingkatkan lagi fitur nya supaya ada daftar teman nya di profil Instagram nya biar kaya fitur profil tiktok. terimakasih 🙏,5
👍,5
senang,4
GuudLah!,5
kalau bisa update lagu nambah 40 detik min,5
sukses selalu Instagram,5
memuaskan,5
"SISTEM SERING ERROR, TERJADI PENANGGUHAN AKUN SECARA TIDAK JELAS, RESPON LAMBAT",1
mau ganti sampul loadiang terus👎,2
bagus sekali,5
josss,5
trrrrrbaik,5
sangat berguna .,5
Bagus,5
"Kenapa waktu saya coba filter baru PANTUN GOMBAL kok warjna jadi ijo padahal semua ngga gitu,mohon perhatianya maaf",5
"The application is very good, but why lately the Instagram actually deletes the note features in the post or reels, even though it is very useful😔😔",3
"ini gimana sih tiba tiba ig ku di suspend, mau bikin ig ulang tetep gabisa gimana ni",1
gabisa livee,1
bagus,5
yes i like it,5
keren,5
mantap,5
ga terlalu suka karena proses dowloand ny terlalu lama 😑,1
oke buat usaha umkm,5
selalu mantap di hati,5
luar biasa,5
"semakin di update, semakin parah. update bebrapa story di IG jumlah pemirsa yang melihat tidak bisa dilihat",1
bagus 👍,5
mntap,5
bagus,5
iniii kenapaaa akun guaa log out sndiri yaa?,3
sangat puas,5
baik,5
sangat baik...bisa kenalan lewat medsos dan menerima masukan positif...,5
ig is batter,5
memuaskan,5
bagus bngt aplikasi ini,5
Filter yang udah lama gak ada yang baru juga🗿🗿,5
bagus,5
"keren sekali,,bisa nambah wawasan juga teman dan menjalin tali silaturahmi",5
sangat baik,5
puas menggunakannya,5
tolong kembalikan filter filter Instagram,4
bagus banget aplikasi nya 😁,5
karna di aku suka ngelek,3
keren,5
bgus,5
update terus tiap hari ga jelas,1
good,5
Keren walaupun ada beberapa yang kurang....................,4
lagu yg ada di profil tiba² hilang gimana nih pihak instagram😭,1
sangat bagus,5
Bagus,4
bisa melihat vlog,5
Siring ada penipuan,4
seruu,5
sangat membantu dalam mempromosikan usaha jasa perusahaan,5
"Agak kesel sih ama ig, mau login akun tapi Malah tertulis kesalahan tugguh berapa menit udah 1 minggu Masih tetap begitu tolong pihak Instagram atasi masalah ini",5
seruuu,4
mantap,5
bagus,5
"kok di update ke versi baru gk bisa ya min? tolong dong sudah saya hapus ulang instagram instal ulang lagi keversi baru tetap gk bisa jadi instagram ku masih versi lama... tolong dong solusi nya min, udah update beberapa kali tetap gk bisa min",3
mantap,5
sudah cukup bagus untuk tempat kita berekspresi atau mencari hiburan kalo' pengguna lagi boring gitu ya,5
mantap,5
nice job....,5
aneh error,1
aplikasi ini sungguh bagus menurut saya saya sangat suka dengan aplikasi ini ❤️❤️❤️❤️,5
luar biasa,4
aplikasi ini bagus,5
aplikasi nya bagus banget kalo untuk foto enak banget dan kamera nya jugak bagus makasih,5
sangat keren tapi tolong buat fitur jika ada yang meng anfool akun kita keliatan siapa yang meng anfool,5
biasa aja,3
"sangat bermanfaat, untuk mengembangkan bisnis dan usaha",5
aplikasi nya setiap buka selalu kmbali,2
bagus,5
"Gimana ini instagram, udah update terus keluar aja instagram telah berhenti terus aja kaya gitu, baru masuk Instagram terus keluar sendiri gimana perbaiki lagi..",1
luar biasa,5
ig burik cari vilter yang viral aja tidak ada Ig burik,1
keren n sangat bermanfaat,5
Buka apk nya aja susah,1
aplikasi gajelas,1
sangat membantu untuk jualan,5
"pliss knapa catatan pada video di hapus😭,gabisa ngodein doi lgii😢 tolong balikin plisss🙏🏻🙏🏻😭",5
Karena membuat ku bahagia,5
semoga membantu saya bisa membuka mendapatkan bintang d reels,5
Bella,5
best,5
aplikasi nya bagus kadang muncul meme rasis tapi ya bodo Amat gau juga suka,5
"kecewa fitur catatan di postingan dihapus, sama kalo bisa tambahin fitur postingan ulang kayak di tiktok",4
"Seandainya bisa diatur tata letak postingan, pasti bagus",5
mantap,5
bagus,5
❤️❤️,5
lagunya yang buat cerita di panjangin dongggg,5
apk paling hemat kuota sedunia👍👍,5
tempat favorit,5
sedikit puas karna pengikut lambat,4
gabut aja,5
sangat menyenangkan,5
good rekomended,5
"bagus ,",5
bagus gais,5
selalu tetap jaya di sosmed,5
"aku gatau itu bug ig atau gimna tpi kaya di aku tuh suka otomatis unfol org, pdhal sama skali ga ku unfol anjay🗿anehhh",2
bagus,5
saya melihat teman saya Yang pakai Ig Dan saya langsung download Ig seru kok bisa ituin teman,5
instagrams makin bagus. tapi ada beberapa yg terkadang error,2
Terimakasih,5
sangat menarik dan saya akan mendukung kalian,5
kalo bikin cerita lagunya cuma bisa 15mnt sedih,4
like ❤😘,5
sangat berguna sekali,5
bagus,5
keren,5
3 bintang dulu yaaaaaaa,5
Puas,5
bagus bisa menyimpan kenangan 2 yg indah,5
lumayan bagus apk ini,2
"bagussssss banget tapi aku kok nggak bisa live padahal nggak pernah buat pelanggaran,,,,, mohon jawabannnya yah minn ??🙏🙏",5
"tengs y fitur transkrip vn, wufyu",5
good,4
bagus mendukung,5
bagus sangat bagus,5
Bagus si cuma kembalikan efek efek yang dulu,5
Bring back reels note!!!,1
sangat bagus aplikasi ini saya suka,5
bagus,5
"kenapa setelah melihat story teman, selalu muncul iklan, mengganggu sekali.. tolong di benahi sistemnya, kurangin itu iklan nya atau kalau perlu hapus, mengganggu sekali",1
bgus,5
ok,5
instagram aplikasi mantap,5
kok cutouts aku ga ada ya? pdhl udah update loh,4
keren,5
merasa nyaman dengan Instagram,5
baguss,5
"gak jelas, muter video tapi gambar ngeglich, suara doang yg lancar, benerin lah setelah update tambah rusak",1
buruk,1
keren menarik dn cpt,5
asik,5
Bad,1
saya merasa puas dengan fiturnya,5
bagus,5
baik,5
mantap,5
sesuai ekspektasi,5
kenapa past posting video ko gak keputer ya video nya? apa emg nge frezz kalo upload video di feed postings?,4
sangat berguna untuk saya,5
Ok semoga bermanfaat,5
Nice app for all,5
like Instagram 😊👍👍,5
kenapa di hp saya ini tidak bisa di update instagram nya min?,5
bagus banget,5
"suka nge bug g bisa buat status,stuck di 90%",2
"game apa ini co,susah tamatnya",3
baik,5
luar biasa,5
ok aja sih,5
lumayan,4
sering bug,4
ok,5
"satu ajah dulu appppp gak dapet uang, plus gak contreng biru biru gak kaya aplikasi lain, diliat dari tahun pembuatan",1
bagus👍,5
very nice,5
Sukaaa,5
keren pokoknya,5
gabisa folow orang,4
lumayan bagus,5
semakin di depan,5
sering bug akhir akhir ini,1
mode menghilang ga bisa,3
2025 IG ❤️,5
woi reels gua jangan diubah ppk,1
fitur kolase masih banyak bug udah dikeluarin pea,2
fyp muluu,5
kren,5
bagusssss,5
Please fix the translation process again. because it's still very messy and meaningless!,2
pk bossku,5
kecewa.. kenapa fitur catatan dihapus,1
selalu menyenangkan menghabiskan kuotaku bersamamu 💕,5
sangat kecewa nda bisa posting unggahan orng lain,1
bagus banget,5
??🤔,1
sangat membantu,5
bgus,5
aplikasi yang sangat bermanfaat.bisa menghasilkan cuan.,5
tolong tambahkan fitur posting ulang untuk reels pleaseeee,4
"gak ngapain-ngapain pas buka ig ada halaman ""anda mengajukan banding"". kecewa beratt😭🤧",1
Antap,4
Mantap,5
baguss,5
keren sekali,5
"tolong kembalikan fitur ""beri catatan dipotongan""😭😭itu sangat berguna bagi kamiii pliss 😭😭",3
"fantastik, menyenagkan",5
akun Facebook saya yang bernama bule kidz di tangguhkan gara2 mau masuk Instagram yg sudah lama gak di buka tolong segera bantu saya ...,1
kenapa catatan konten di hapus ui fiturnya? padahal tuh fitur cocok banget buat ngode seseorang anjerrrr,1
bagus banget,5
saya merasa senang menggunakan aplikasi ini🤗🤗,5
bagus,5
"Aplikasi nya sudah bagus tapi sgt disayangkan seperti Rell² yang mengandung unsur pornografi terutama dari pengguna wanita terkhususnya, apabila tidak dicari Rell² itu akan sangat mudah sekali keluar di beranda pengguna lain yang mana itu sangat menggangu psikologis kami sebagai lelaki,kami mudah sekali terperangkap oleh hal semacam itu sehingga kami kepo dgn akun tsb.. harapan saya kedepannya rell² berbikini dan semacamnya di blokir saja dari Instagram",2
udh d download kaga BSA d buka heran gw,1
pacce banget kenapa di hapus filter jj gua kan gua gabisa jedag jedug filter lagi,1
seru bisa mengenal lebih banyak orang mendapat banyak teman,5
Cocok buat yang lagi galau,5
"Sebagai komunitas saya kecewa, penggemar saya tidak bisa mengikuti akun saya dan mereka tidak bisa berkomentar. Ada apa Instagram?????",1
"Dari awal pemakaian masih aman² saja, namun kini semakin sering banyak bug. Salah satunya saat notif dm masuk ke hp tapi tidak ada di inbox, sehingga tidak bisa membalas pesan dari orang lain. Itu tolong di perbaiki yaa, jujur lebih suka instagram yang dulu daripada yang sekarang.",3
keren,5
mantap,5
good aplikasi btw bikin rame realls ku dong Ig wkwkw,5
bagus,4
👎🏻👎🏻👎🏻,3
balikin lagi fitur note nya dong🙏😭,2
bagus ringan saat posting,4
mantaff,3
kintil Bapak kauu pecahh,5
aplikasinya bagus banget,5
INSTAGRAM!!! Tolong adain fitur posting ulang dongg😭,5
"mudah di gunakan, dan sangat membantu, terimakasih",5
"sangat membantu saya. tapi sangat sensitif sekali adminnya😂. akun di anggurin tanpa postingan 2 hari tiba² dikira akun bot. untuk masih bisa banding dan akun balik, kalo ngga bintang 1😑",5
akhir² ini kebanyakan iklan di ig,3
bermanfaat,5
semoga monet,5
ap nyaa baguss,5
Bagus,4
menjadikan wawasan semakin luas,5
aku suka di instagram ini soalnya banyak followers nya,5
oke,5
oke,5
bagus,5
"baguss, tapi akun aku sering di blokir sendiri, padahal ga ngelakuin apa apaa",5
ig baperan,1
mantap,5
good,5
sangat bagus,5
ig...mantaaap,5
meman yang terbaik,5
sukakkkk bangettttt😩😍,5
baik,3
ok dch pokonya,5
baru kali ini aplikasi yg begtu enak seru pitur.y..,5
👍👍,4
bagusss,5
Ig makin lama makin ga jelas masa masuk di akun sandinya benar malah sandi salah ayo tolong diperbaiki lagi,2
kebanyakan vidio orang tabrakan/18+,1
Lama bgtt nge instal nya,2
"ig kenapa si tiap akun beda-beda fiturnya,efek jelas ilang,kadang-kadang juga ngeleg, kualitas foto ga hd,pas vc di ig suaranya kaya make salon padahal uda paling rendah",3
gabisa zoom,1
good social media,5
pos yg baik2 aja,5
kadang kadang fitur baru tidak muncul,5
Ini kenala ga bisa di dowlod,1
luar biasa,5
𝗌𝖺𝗒𝖺 sangat suka dengan instagram 😁,5
ngak bisa upload story ig,1
seru bisa mengenal banyak teman,5
"sangat bagus, sangat berguna dengan postingan untuk kenangan",5
kenapa kok gak bisa dibuka aplikasinya perbaiki gak wehhh😭😭😭😭😭😡🤬,1
sangatlah bgs,5
makin maju skrng bisa live jualan juga d Ig,5
good job money is king brow,5
bagus,5
bagusssssss bangettttttttttt sunmmpahhh suka banget aku😍😍😍😍😍😍🤓🤓🤓🤩🤩🤩🤗🤑😛😝😜😋😚,5
saya suka dengan apk yang ini,5
ko gabisa dibuka si,1
goood,5
menggunakan Instagram itu menyenangkan,4
menghiburr bngtt,4
akun saya kenapa di banned padahal gada aneh',1
melihat dunia luas,5
keren,5
mantappp tapii kasii saya likee postingan ig saya,5
sangat puas 🥰,4
l like apk Instragram,5
instagram please i beg you.. tolong izinin creator untuk bisa bikin filter...,2
sering ngebug. Rells nya sering gak bisa di scroll. padahal wifi & data lancar,2
sangat-sangat bermanfaat,4
Good aplikasi,5
semoga tambah bermanfaat,5
kenapa firur catatan di postingan harus dihilangkan kenapaaa???,2
good,5
bagus.......,5
"klo misalny buat lagu di story,waktu ny sk g aktif. sdh dilaporin tp ttp sja.",3
karena ngak bisa main ff di aplikasi ini,1
"untuk semua fiturnya sihh okee, but agak ngelag ajaa truss kenapa sih filternya di ilangin? padahal bagus loh dan kameraku bagus kalau pake filter ig, pliss lah kembaliin lagi filter ig nya itu, filter ig kembali aku kasih bintang 5, udah kecintaan bangett ini sama filter di ig eh malah di hapus 😭😭, REMED SOALNYA FILTER IG NYA DI HAPUS🗿🗿",3
ok,5
aplikasi ini sangat berguna bagi saya,5
👍bagus,5
"maafff yahh aku kasih bintang 1 karna aku kecewa knp di hp aku gilter jj ig gak ad sedangkan di hp teman aku ada,kalau filter jj ig udh ad di hp ku baru aku kasih bintang 5 jadi mohon cepat berbaiki donkk",1
mantap,3
catatan di Ig kenapa ilang di ig akuuu tolong min perbaiki lagi kaya semulaaa,2
mantap,5
mantap,5
Good job,5
bgus,4
Tolong dong Instagram Indonesia .... sedkit sedikit nge follow di blokir dikit dikit di blokir .... kita kita yang ikutan give away jadi kagak bisa .... tolong setelannya di longgarkan kagak usah kaku banget lah .... sekarang Orang orang sudah pada pinter .... toloooooppng dong,1
KEMBALIKAN FITUR YANG BISA KASIH KOMEN MELAYANG DI POSTINGAN ITU PLSS IG AKU GABISA KODE KODE ORANG KANN😭🙏🏻,5
Bagus tapi tolong fitur catatan nya di balikin LG dongg,4
Baik,5
luar biasa,5
jelek,1
nice👍,5
"Aplikasi ini sangat membantu gaiss sangat"" bagus Instagram i like you you",5
"aplikasi ini sangat seru dan menyenangkan kan ,,,,, ayo download aplikasi istagram😋",5
Kebanyakan iklan judi online,1
mantap,5
cepet postingnya,5
"akun tiba tiba ngga bisa login, ngga jelas banget, baru ditinggal 1 jam di lab pas mau buka ig lagi malah ngga bisa, katanya sandi salah lah, pas liat di ig temen akun nya kek di hapus gitu (ngga ada postingan dan ngga ada foto profile nya) mau mulihkan tapi ngga bisa karena nomor hp yang lama, mulihkan pakai gmail pihak dari ig nya malah bilang ada masalah mulu kaga jelas emang, kenangan udah beberapa taun, fyp yg udah di bangun hilang tuh dalam sejam emang ngga jelas ig ini.",1
"halo kak, maaf kenapa waktu masuk ke aplikasi instagram nya kok mendadak keluar sendiri ya?",1
sangat memuaskan,5
bagus,5
yeaaa,5
appnya bagus tapi tolong di perbaiki untuk ki5a mau login ke akun ug sudah adatapi tidak bisa jd tolong di perbaiki,4
",🤗",5
sangat baguss,5
gilakk cakep bgt...🤓🤓,5
bisa mengenal temen lain lebih baik,5
bangusssss suka bangetttt,5
Sangat bermanfaat,5
Saya ingin mendapat akn aplikasi baru,5
ada yang di atas18+ saya tidak suka,1
"banyak fitur lagi,baguss",5
Sangat bagus,5
i like it,5
bagus,5
Bgus bnget,5
POKOK nya Alafyu,5
kok kalo orang komen di story ku aku ga bisa liat yaa,1
good,5
instagram sudah sangat good tapi kenapa belakangan ini kalau mau buat story selalu kesalahan² padahal sudah Update ke yg terbaru tapi sama sj...,5
sudah lumayan untuk update an nya minus nya kurang pas buat catatan lagu harus lebih dari 15 kalo bisa ya 1 menit lah biar bisa pas lagu nya,5
ga bisa pos foto banyak,4
FITUR NOTES BALIKINNNNNNN!!!!!!,1
biasa,2
Keren👌🏼👍🏼😅,5
cocok aplnya untuk kita,5
Sangat baik,5
"mantap,",5
biar bintang yang bicara,5
kita bisa kenalan orang yang tidak di kenal,4
Bagus bgtt sih kalian harus pake sosmed ini dahh,1
sangat bagus,5
kembalikan fitur notes pada postingan.,2
agak agak ngelag sih tapi okelah sama filternya bagusin juga ya terus audionya juga biar lebih jelas terdengar suaranya tapi oke oke aja kok👍👍,3
perbanyak followers,5
"halo tolong bantu saya untuk log in, saya sudah coba untuk uinstall lalu isntall kembali tapi tetap tidak bisa. mohon untuk segera di perbaiki untuk bug nya instagram 🙏",1
siip,5
anjirrr makinnn tolol aja ni Instagram buat story ga mau' 👎👎👎,1
terlalu banyak iklan judol,1
instagram ga jelas masa ga bisa live gmna si,1
saya sangat suka,5
aman,5
seru,5
halo aplikasinya bagus 👍dan saya pengguna instagram senang bisaa menemukan aplikasi ini tapi tolong di pencarian isinya video s*ru-s*ru,5
Instagram terlalu kebanyakan ajukan banding,1
karna di hilang kan jj dari filter story,3
baik,5
bagus,5
selalu yang terbaik,5
siip,5
sangat memuaskan,5
mantap,5
bagus,5
mantap semoga cepat monetisasi,4
gak bisa buat akun,1
semakin mudah di gunakan,5
pengen fyp dongg,5
Bagus sih tapi kadang keluar2 sendiri dari apk nya.tapi tetep bagus😊,4
gacorrrr dahhh,5
sangatt tidak bagus,1
sangat baik,5
kenapa pas udh foto atau buat vidio gbisa di simpan,1
saya tidak bisa loginn tolong,3
keren,5
bagus dan asyik,5
filternya tidak sesuai,1
buruk,1
bagus,5
Aplikasi nya top banget🖒,5
"tambahin vitur tambah foto untuk postingan yang udh di aploud dong minn plisss, trus adain juga vitur ganti lagu di postingan yng uddh di post, soalnya aku bosenan klo lagunya udh lama didenger",3
luar biasa,5
sangat bagus bisa buat hiburan,5
good,5
keren,5
bagus,5
bagus,5
tolong dong fitur reels yang kalo di like sama satu followan itu dihapus jangan muncul di atas,3
Ig kenapa org Bru bikin akun 2 hri langsung di hapus,1
baguss sekali untuk penambah wawasan,4
bagus sekali aplikasi ini bisa buat penghasilan tambahan,5
bagus tapi tulisan yang untuk lirik lagu punya ku beda dari yang lain,5
apknya baguss banget,5
"banyak pembatasan terus bikin akun ku kehapus,sangat BURUK",1
bagus tpi ad bug si tpi kadng2,5
good sosmed!!!,5
wowww ini sgtt menarikk,5
godd jobs,5
"eror, masa Gaada cewe yang ng dm",4
di akun first aku ada fitur komentar yg terbaru tpi di akun scc acc gaada disitu tertera nya tidak bisa digunakan tolong dong solusinya....,3
"Sya mengalami masalah tidak dapak memperbaharui postingan tolong di slesaikan, trima kasih.",5
I love instagram,5
sangat bagus dan menarik,5
yaw bagus,3
Ok jos,5
bagus,5
instagram adalah aplikasi yang sangat membantu untuk setiap membuat konten atau menceritakan keseharian saya,5
kenapa tidak bisa di buka di perangkat saya min,1
mantap,5
ok,5
ini sangat amat bagus saya suka,5
"aplikasi paling bodoh, gua ga spam, gua ga ngapa""in tiba tiba akun gua di nonaktif, pliss banned Meta group, APLIKASI SAMPAH",1
tidak bisa diupdate,5
sangat bagus!,5
"dear Instagram, CAN YOU BRING BACK THE NOTES FEATURE TO US?! I NEED THAT FEATURE SO BAD😭😭😭😭",4
bagusssssssss bangetttttttttttttt👏👏🤩🤩🤩🤩👍,5
"misi kaa, sebenernya ig uda baguss bangeetttt tapi tolong perbaiki fitur ig yang buat edit sampul sorotan yaa. masa buat ganti sampulnya gabisa? tolong diperbaiki. nanti aku kasi bintang 5 kalo uda diperbaiki. trimakasii, sekian terima thv🙏",4
Bagus,5
amazing instagram semakin beats beats🤩,5
sangat bagus,3
"ini ig tolol atau gimana si?gua laporan kalo ada akun yang mengatas namakan gua, malah ga ada respon selama 24 jam?mau sampe kapan di biar kaya gini?tolong tindak lanjuti!",1
kenapa daftar Instagram wajib pake nomor telepon percuma dong pilihannya saat mendaftar dibuat pilihan daftar pakai email/no hp,1
mantap sangat membatu usaha saya,5
intinya bagus😎👍,5
sangat bagussssss,5
sangat nyaman,5
sangat mudah utk berkembang dgn Instagram .,5
download sekarang ini aplikasi sangat cocok untuk digunakan,5
